num,image_url,suggestions,gtrans,dtrans
249,https://i.imgur.com/VfsZmIf.png,{},ja und du auch sagte harry,ja und du auch sagte harry
250,https://i.imgur.com/AQcPJFt.png,{},ich möchte noch einen tag leben,ich möchte noch einen tag leben
251,https://i.imgur.com/zmzxWy6.png,{},morgen will ich noch einen tag leben,morgen werde ich noch einen weiteren tag leben wollen
252,https://i.imgur.com/YvQJHEQ.png,{},deshalb will ich ewig leben beweis durch induktion über die positiven ganzen zahlen,deshalb will ich ewig leben beweis durch induktion über die positiven ganzen zahlen
253,https://i.imgur.com/lMAI7TE.png,{},wenn du nicht sterben willst bedeutet das dass du ewig leben willst,wenn man nicht sterben will bedeutet das dass man ewig leben will
254,https://i.imgur.com/lxgux7j.png,{},wenn du nicht ewig leben willst heißt das dass du sterben willst,wenn man nicht ewig leben will bedeutet das dass man sterben will
255,https://i.imgur.com/movNJ7m.png,{},du musst das eine oder andere machen,man muss das eine oder das andere tun
256,https://i.imgur.com/nka6Ioy.png,{},ich komme hier nicht durch oder,ich komme hier nicht durch oder
257,https://i.imgur.com/ZA1vS1a.png,{},die beiden kulturen starrten sich über eine riesige lücke der inkommensurabilität hinweg an,die beiden kulturen starrten sich über eine riesige kluft der inkommensurabilität hinweg an
258,https://i.imgur.com/uzgiuyo.png,{},ich habe hundertzehn jahre gelebt sagte der alte zauberer leise er nahm seinen bart aus der schüssel und wackelte damit um die farbe herauszuschütteln,ich habe hundertzehn jahre gelebt sagte der alte zauberer leise er nahm seinen bart aus der schüssel und schüttelte ihn um die farbe herauszuschütteln
259,https://i.imgur.com/Cu9r3q2.png,{},ich habe sehr viele dinge gesehen und getan von denen ich mir wünschte ich hätte sie nie gesehen oder getan,ich habe sehr viele dinge gesehen und getan von denen ich wünschte ich hätte sie nie gesehen oder getan
260,https://i.imgur.com/5JeIVYh.png,{},und doch bereue ich es nicht am leben zu sein denn das wachsen meiner schüler ist eine freude die mich noch nicht angegriffen hat,und doch bereue ich es nicht am leben zu sein denn meine schüler wachsen zu sehen ist eine freude die mich nicht müde macht
261,https://i.imgur.com/CeDPLnm.png,{},aber so lange möchte ich nicht leben,aber ich möchte nicht so lange leben bis es soweit ist
262,https://i.imgur.com/NRWEtXY.png,{},was würdest du mit der ewigkeit machen harry,was würdest du mit der ewigkeit anfangen harry
263,https://i.imgur.com/7MYeM7b.png,{},harry atmete tief durch,harry holte tief luft
264,https://i.imgur.com/RDtaihv.png,{'Moon': 'Moon'},triff all die interessanten menschen auf der welt lies all die guten bücher und schreibe dann noch etwas besseres feiere die zehnte geburtstagsfeier meines ersten enkelkindes auf dem mond feiere die hundertste geburtstagsfeier meines ersten ur-ur-ur-enkels rund um die ringe des saturn die tiefsten und letzten regeln der natur lernen die natur des bewusstseins verstehen herausfinden warum etwas überhaupt existiert andere sterne besuchen außerirdische entdecken außerirdische erschaffen rendezvous mit allen für eine party auf der anderen seite der milchstraße sobald wir das ganze erforscht haben treffen sie sich mit allen anderen die auf der alten erde geboren wurden um zu sehen wie die sonne endlich erlischt und ich habe mir sorgen gemacht einen weg zu finden um diesem universum zu entkommen bevor es keine negentropie mehr hat aber ich ich bin jetzt viel hoffnungsvoller da ich entdeckt habe dass die sogenannten gesetze der physik nur optionale richtlinien sind,alle interessanten menschen auf der welt treffen alle guten bücher lesen und dann etwas noch besseres schreiben die zehnte geburtstagsparty meines ersten enkels auf dem mond feiern die hundertste geburtstagsparty meines ersten ur-ur-ur-enkels um die ringe des saturn herum feiern die tiefsten und letzten regeln der natur kennenlernen die natur des bewusstseins verstehen herausfinden warum überhaupt etwas existiert andere sterne besuchen außerirdische entdecken außerirdische erschaffen uns mit allen zu einer party auf der anderen seite der milchstraße treffen wenn wir alles erforscht haben uns mit allen anderen treffen die auf der alten erde geboren wurden um zu sehen wie die sonne endlich erlischt und ich habe mir früher sorgen gemacht einen weg zu finden diesem universum zu entkommen bevor ihm die negentropie ausgeht aber jetzt da ich entdeckt habe dass die so genannten gesetze der physik nur optionale richtlinien sind bin ich viel hoffnungsvoller
265,https://i.imgur.com/OV6neYv.png,{},ich habe nicht viel davon verstanden sagte dumbledore,ich habe nicht viel davon verstanden sagte dumbledore
266,https://i.imgur.com/a6ck45y.png,{},aber ich muss fragen ob dies dinge sind die sie wirklich so verzweifelt wünschen oder ob sie sie sich nur vorstellen um sich vorzustellen nicht müde zu sein während sie vor dem tod rennen und davonlaufen,aber ich muss fragen ob das dinge sind die du wirklich so verzweifelt begehrst oder ob du sie dir nur einbildest um nicht müde zu werden während du vor dem tod davonläufst
267,https://i.imgur.com/YLHAaj5.png,{},das leben ist keine endliche liste von dingen die man abhaken kann bevor man sterben darf sagte harry fest,das leben ist keine endliche liste von dingen die man abhaken kann bevor man sterben darf sagte harry entschieden
268,https://i.imgur.com/GhmOlVf.png,{},es ist das leben du lebst es einfach weiter,so ist das leben man muss es einfach weiterleben
269,https://i.imgur.com/88wvAQ2.png,{},wenn ich diese dinge nicht tue dann deshalb weil ich etwas besseres gefunden habe,wenn ich diese dinge nicht tue dann deshalb weil ich etwas besseres gefunden habe
270,https://i.imgur.com/zVxDVfx.png,{},dumbledore seufzte,dumbledore seufzte
271,https://i.imgur.com/KQtMAcM.png,{},seine finger trommelten auf einer uhr als sie es berührten änderten sich die ziffern in eine unentzifferbare schrift und die zeiger erschienen kurz in unterschiedlichen positionen,seine finger trommelten auf eine uhr als sie sie berührten wechselten die ziffern zu einer unleserlichen schrift und die zeiger erschienen kurz in verschiedenen positionen
272,https://i.imgur.com/uARk94g.png,{},für den unwahrscheinlichen fall dass es mir erlaubt ist bis hundertfünfzig zu bleiben sagte der alte zauberer ich glaube nicht dass es mir etwas ausmacht,für den unwahrscheinlichen fall dass es mir erlaubt wird bis hundertfünfzig zu bleiben sagte der alte zauberer glaube ich nicht dass es mir etwas ausmachen würde
273,https://i.imgur.com/QC52eOp.png,{},aber zweihundert jahre wären des guten einfach zu viel,aber zweihundert jahre wären einfach zu viel des guten
274,https://i.imgur.com/Fkf2hMJ.png,{},ja nun sagte harry mit etwas trockener stimme als er an seine mum und seinen dad und ihre zugewiesene spanne dachte wenn harry nichts dagegen unternehmen würde die menschen waren daran gewöhnt vierhundert jahre zu leben und dass der tod mit zweihundert jahren genauso tragisch verfrüht erscheinen würde wie der tod mit sagen wir achtzig jahren,ja nun sagte harry dessen stimme etwas trocken klang als er an seine mum und dad und die ihnen zustehende lebensspanne dachte wenn harry nichts dagegen unternahm ich vermute herr direktor wenn sie aus einer kultur kämen in der die menschen daran gewöhnt waren vierhundert jahre alt zu werden würde ihnen ein tod mit zweihundert jahren genauso tragisch vorkommen wie ein tod mit sagen wir achtzig jahren
275,https://i.imgur.com/VR73mtS.png,{},harrys stimme wurde hart bei diesem letzten wort,harrys stimme wurde bei diesem letzten wort hart
276,https://i.imgur.com/AYnMk3l.png,{},vielleicht sagte der alte zauberer friedlich,vielleicht sagte der alte zauberer friedlich
277,https://i.imgur.com/F8QKXfs.png,{},ich möchte nicht vor meinen freunden sterben oder weiterleben nachdem sie alle gegangen sind,ich möchte nicht vor meinen freunden sterben und auch nicht weiterleben wenn sie alle fort sind
278,https://i.imgur.com/S8FDPfL.png,{},die schwierigste zeit ist wenn diejenigen die du am meisten geliebt hast vor dir weitergegangen sind und noch andere leben um deren willen du bleiben musst dumbledores augen waren auf harry fixiert und wurden traurig,am schwersten ist es wenn die die du am meisten geliebt hast vor dir gegangen sind und andere noch leben um derentwillen du bleiben musst dumbledores augen waren auf harry gerichtet und wurden immer trauriger
279,https://i.imgur.com/SUWLdIg.png,{},trauer nicht zu sehr um mich harry wenn meine zeit gekommen ist ich werde bei unserem nächsten großen abenteuer bei denen sein die ich schon lange vermisst habe,trauere nicht zu sehr um mich harry wenn meine zeit gekommen ist ich werde bei denen sein die ich lange vermisst habe bei unserem nächsten großen abenteuer
280,https://i.imgur.com/jPm72Tn.png,{},oh sagte harry in plötzlicher erkenntnis,oh sagte harry in plötzlicher erkenntnis
281,https://i.imgur.com/uv0rX49.png,{},du glaubst an ein leben nach dem tod,du glaubst an ein leben nach dem tod
282,https://i.imgur.com/jvarx75.png,{},ich habe den eindruck zauberer hätten keine religion,ich hatte den eindruck dass zauberer keine religion haben
283,https://i.imgur.com/w7zbhXy.png,{},blasen signalton thud,hupen piepsen aufprall
284,https://i.imgur.com/x754Bb0.png,{},wie kannst du es nicht glauben sagte der schulleiter und sah völlig verblüfft aus,wie können sie das nicht glauben fragte der schulleiter und sah völlig verblüfft aus
285,https://i.imgur.com/fYBTgEN.png,{},harry du bist ein zauberer,harry du bist ein zauberer
286,https://i.imgur.com/vnvbfxC.png,{},du hast geister gesehen,du hast gespenster gesehen
287,https://i.imgur.com/c5rYA9X.png,{'Ghosts': 'Geister'},geister sagte harry mit flacher stimme,geister sagte harry mit flacher stimme
288,https://i.imgur.com/6MRaKG0.png,{},du meinst diese dinge wie porträts gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben die durch den magischen ausbruch der den gewaltsamen tod eines zauberers begleitet versehentlich in das umgebende material eingeprägt wurden,du meinst solche dinge wie porträts gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben die durch den ausbruch von magie der den gewaltsamen tod eines zauberers begleitet versehentlich in die umgebende materie eingeprägt werden -
289,https://i.imgur.com/ne6sxmV.png,{},ich habe diese theorie gehört sagte der schulleiter mit scharfer stimme wiederholt von zauberern die zynismus mit weisheit verwechseln die denken auf andere herabzusehen bedeute sich selbst zu erheben,ich habe diese theorie schon gehört sagte der schulleiter mit scharfer stimme sie wird von zauberern wiederholt die zynismus mit weisheit verwechseln die glauben dass sie sich selbst erhöhen wenn sie auf andere herabschauen
290,https://i.imgur.com/f457Szo.png,{},es ist eine der dümmsten ideen die ich seit hundertzehn jahren gehört habe,das ist eine der dümmsten ideen die ich in den letzten hundertzehn jahren gehört habe
291,https://i.imgur.com/JXekbGj.png,{},ja geister lernen oder wachsen nicht denn hier gehören sie nicht hin,ja geister lernen und entwickeln sich nicht denn sie gehören nicht hierher
292,https://i.imgur.com/sLGXTiY.png,{},seelen sollen weiterziehen für sie ist hier kein leben mehr,die seelen sind dazu bestimmt weiterzugehen hier gibt es kein leben mehr für sie
293,https://i.imgur.com/PV0XVnY.png,{},und wenn keine geister was ist dann mit dem schleier,und wenn nicht geister was ist dann mit dem schleier
294,https://i.imgur.com/edKlWVf.png,{},was ist mit dem auferstehungsstein,was ist mit dem stein der auferstehung
295,https://i.imgur.com/uH2YdUw.png,{},in ordnung sagte harry und versuchte seine stimme ruhig zu halten ich werde deine beweise hören denn das ist die aufgabe eines wissenschaftlers,in ordnung sagte harry und versuchte seine stimme ruhig zu halten ich werde mir ihre beweise anhören denn das ist es was ein wissenschaftler tut
296,https://i.imgur.com/CSp0eo2.png,{},aber zuerst schulleiter lassen sie mich ihnen eine kleine geschichte erzählen,aber zuerst herr direktor möchte ich ihnen eine kleine geschichte erzählen
297,https://i.imgur.com/PLi3CYn.png,{},harrys stimme zitterte,harrys stimme zitterte
298,https://i.imgur.com/OBJ6XAj.png,{},wissen sie als ich hier ankam als ich von king s cross aus ausstieg meine ich nicht gestern sondern im september als ich damals aus dem zug ausstieg direktor ich hatte noch nie ein gespenst gesehen,wissen sie als ich hier ankam als ich in king s cross aus dem zug stieg ich meine nicht gestern sondern im september als ich damals aus dem zug stieg herr direktor hatte ich noch nie einen geist gesehen
299,https://i.imgur.com/GSykinA.png,{},ich hatte keine geister erwartet,ich hatte nicht mit geistern gerechnet
300,https://i.imgur.com/GwCPAQK.png,{},als ich sie sah direktor habe ich etwas wirklich dummes getan,als ich sie sah herr direktor habe ich etwas wirklich dummes getan
301,https://i.imgur.com/wWKAeSy.png,{},ich habe voreilige schlüsse gezogen,ich habe voreilige schlüsse gezogen
302,https://i.imgur.com/2WPrZJj.png,{},ich ich dachte es gäbe ein leben nach dem tod ich dachte dass nie jemand wirklich gestorben wäre ich dachte dass jeder den die menschliche spezies jemals verloren hatte wirklich in ordnung war ich dachte dass zauberer mit menschen sprechen könnten die gestorben sind dass es ich habe nur den richtigen zauber genommen um sie zu beschwören dass zauberer das können ich dachte ich könnte meine eltern treffen die für mich gestorben sind und ihnen sagen dass ich von ihrem opfer gehört habe und angefangen habe sie meine mutter zu nennen und vater -,ich dachte es gäbe ein leben nach dem tod ich dachte niemand wäre jemals wirklich gestorben ich dachte dass es allen die die menschliche spezies jemals verloren hatte doch gut ging ich dachte dass zauberer mit den verstorbenen sprechen könnten dass man nur den richtigen zauberspruch bräuchte um sie herbeizurufen dass zauberer das tun könnten ich dachte ich könnte meine eltern treffen die für mich gestorben sind und ihnen sagen dass ich von ihrem opfer gehört habe und dass ich angefangen habe sie meine mutter und meinen vater zu nennen -
303,https://i.imgur.com/K9IdBDS.png,{},harry flüsterte dumbledore,harry flüsterte dumbledore
304,https://i.imgur.com/QOAt7xD.png,{},wasser glitzerte in den augen des alten zauberers,wasser glitzerte in den augen des alten zauberers
305,https://i.imgur.com/LmaHfBF.png,{},er trat einen schritt näher durch das büro -,er ging einen schritt näher durch das büro -
306,https://i.imgur.com/OltZfsb.png,{},und dann spie harry aus die wut kam voll in seine stimme die kalte wut auf das universum weil er so war und auf sich selbst weil er so dumm war fragte ich hermine und sie sagte dass sie nur nachbilder seien eingebrannt in die stein der burg durch den tod eines zauberers wie die silhouetten an den mauern von hiroshima,und dann spuckte harry die wut kam ganz in seine stimme die kalte wut auf das universum weil es so ist und auf sich selbst weil er so dumm ist habe ich hermine gefragt und sie sagte dass es nur nachbilder sind eingebrannt in den stein des schlosses durch den tod eines zauberers wie die silhouetten die auf den mauern von hiroshima zurückgeblieben sind
307,https://i.imgur.com/cNThe9l.png,{},und ich hätte es wissen müssen,und ich hätte es wissen müssen
308,https://i.imgur.com/DPq7RhO.png,{},ich hätte es wissen müssen ohne dass ich fragen musste,ich hätte es wissen müssen ohne überhaupt zu fragen
309,https://i.imgur.com/lwnWk8R.png,{},ich hätte es nicht einmal dreißig sekunden lang glauben sollen,ich hätte es nicht einmal dreißig sekunden lang glauben dürfen
310,https://i.imgur.com/2h2cgY8.png,{},denn wenn die menschen seelen hätten gäbe es keinen hirnschaden wenn ihre seele weitersprechen könnte nachdem ihr ganzes gehirn weg war wie könnte eine schädigung der linken gehirnhälfte ihnen die fähigkeit zum sprechen nehmen,denn wenn die menschen eine seele hätten gäbe es so etwas wie hirnschäden nicht wenn die seele weiter sprechen könnte nachdem das ganze gehirn weg ist wie könnte dann eine schädigung der linken gehirnhälfte die fähigkeit zu sprechen nehmen
311,https://i.imgur.com/J6ELqOt.png,{'Australia': 'Australien'},und professor mcgonagall als sie mir erzählte wie meine eltern gestorben waren tat sie nicht so als wären sie gerade auf eine lange reise in ein anderes land gegangen als wären sie zu zeiten der segelschiffe nach australien ausgewandert so würden sich die leute verhalten wenn sie wüssten dass der tod nur woanders hingeht wenn sie harte beweise für ein leben nach dem tod hätten anstatt sich dinge auszudenken um sich selbst zu trösten würde es alles ändern es wäre egal dass jeder es hatte jemanden im krieg verloren wäre ein bisschen traurig aber nicht schrecklich,und professor mcgonagall als sie mir vom tod meiner eltern erzählte tat sie nicht so als wären sie gerade auf eine lange reise in ein anderes land gegangen als wären sie nach australien ausgewandert als es noch segelschiffe gab so würden sich die menschen verhalten wenn sie tatsächlich wüssten dass der tod einfach nur woanders hingeht wenn sie handfeste beweise für ein leben nach dem tod hätten anstatt sich etwas auszudenken um sich zu trösten dann würde sich alles ändern es wäre egal dass jeder jemanden im krieg verloren hat es wäre ein bisschen traurig aber nicht schrecklich
312,https://i.imgur.com/u6m0262.png,{},und ich hatte bereits gesehen dass sich die leute in der zaubererwelt nicht so verhalten,und ich hatte bereits gesehen dass sich die menschen in der zaubererwelt nicht so verhielten
313,https://i.imgur.com/Nq632vp.png,{},also hätte ich es besser wissen müssen,ich hätte es also besser wissen müssen
314,https://i.imgur.com/6IRXM3j.png,{},und da wusste ich dass meine eltern wirklich tot und für immer und ewig fort waren dass nichts mehr von ihnen übrig war dass ich nie die chance bekommen würde sie zu treffen und und und die anderen kinder dachten ich wäre es weinen weil ich angst vor geistern hatte,und da wusste ich dass meine eltern wirklich tot und für immer und ewig weg waren dass nichts mehr von ihnen übrig war dass ich sie nie kennenlernen würde und und und die anderen kinder dachten ich würde weinen weil ich angst vor geistern hatte -
315,https://i.imgur.com/2k6ScDe.png,{},das gesicht des alten zauberers war entsetzt er öffnete den mund um zu sprechen -,das gesicht des alten zauberers war entsetzt er öffnete den mund um zu sprechen -
316,https://i.imgur.com/c8Tab70.png,{},also erzähl es mir schulleiter erzähl mir von den beweisen,also sagen sie es mir herr direktor erzählen sie mir von den beweisen
317,https://i.imgur.com/WSQJVLP.png,{},aber übertreibe es nicht denn wenn du mir wieder falsche hoffnungen machst und ich später erfahre dass du gelogen oder etwas gedehnt hast werde ich dir das nie verzeihen,aber wagen sie es nicht auch nur ein winziges bisschen zu übertreiben denn wenn sie mir noch einmal falsche hoffnungen machen und ich später herausfinde dass sie gelogen oder etwas übertrieben haben werde ich ihnen das nie verzeihen
318,https://i.imgur.com/8c7vl8J.png,{},was ist der schleier,was ist der schleier
319,https://i.imgur.com/LxFHNLn.png,{},harry griff nach oben und wischte sich über die wangen während die glasgegenstände des büros von seinem letzten schrei aufhörten zu vibrieren,harry griff nach oben und wischte sich über die wangen während die glasscheiben des büros von seinem letzten schrei aufhörten zu vibrieren
320,https://i.imgur.com/lpuvx7r.png,"{'Department of Mysteries': 'Mysteriumsabteilung', 'Department': 'Abteilung'}",der schleier sagte der alte zauberer mit nur einem leichten zittern in seiner stimme ist ein großer steinerner torbogen der in der mysteriumsabteilung aufbewahrt wird ein tor zum land der toten,der schleier sagte der alte zauberer mit einem leichten zittern in der stimme ist ein großer steinerner torbogen der in der abteilung für mysterien aufbewahrt wird ein tor zum land der toten
321,https://i.imgur.com/APsOkXo.png,{},und woher weiß das jemand sagte harry,und woher weiß man das fragte harry
322,https://i.imgur.com/GXXcayV.png,{},sag mir nicht was du glaubst sag mir was du gesehen hast,sagen sie mir nicht was sie glauben sondern was sie gesehen haben
323,https://i.imgur.com/7mRpALL.png,{},die physische manifestation der barriere zwischen den welten war ein großer steinerner torbogen alt und hoch und spitz zulaufend mit einem zerfetzten schwarzen schleier der wie die oberfläche eines wasserbeckens zwischen den steinen gespannt war plätschernd immer vom ständigen und einseitigen durchgang der seelen,die physische manifestation der barriere zwischen den welten war ein großer steinerner torbogen alt und hoch und spitz zulaufend mit einem zerfledderten schwarzen schleier wie die oberfläche eines wasserbeckens der sich zwischen den steinen ausbreitete immer kräuselnd durch den ständigen und einseitigen durchgang der seelen
324,https://i.imgur.com/nojHlu2.png,{},wenn man am schleier stand konnte man die stimmen der toten hören die immer flüsternd riefen kaum auf der falschen seite des verständnisses lauter und zahlreicher wurden wenn man blieb und zu hören versuchte wie sie sich zu verständigen versuchten und wenn man zu lange zuhörte ging man ihnen entgegen und in dem moment in dem man den schleier berührte wurde man durchgesaugt und man hörte nie wieder etwas davon,wenn du am schleier standest konntest du die stimmen der toten rufen hören immer in einem flüsterton der kaum zu verstehen war und der lauter und zahlreicher wurde wenn du stehenbliebst und zu hören versuchte während sie versuchten sich mitzuteilen und wenn du zu lange zuhörtest würdest du ihnen entgegengehen und in dem moment in dem du den schleier berührtest würdest du hindurchgesaugt werden und nie wieder etwas von dir hören lassen
325,https://i.imgur.com/RIrCxab.png,{},das hört sich nicht einmal nach einem interessanten betrug an sagte harry seine stimme war jetzt ruhiger da es nichts gab was ihn hoffen ließ oder ihn wütend machte weil seine hoffnungen zerstört wurden,das hört sich nicht einmal wie ein interessanter betrug an sagte harry dessen stimme nun ruhiger klang da es nichts mehr gab was ihn hoffen ließ oder ihn wütend machte weil seine hoffnungen enttäuscht worden waren
326,https://i.imgur.com/HBUkBks.png,{},jemand baute einen steinernen torbogen machte eine kleine schwarze kräuselnde oberfläche dazwischen die alles was es berührte verschwand und verzauberte es menschen zuzuflüstern und sie zu hypnotisieren,jemand baute einen steinernen torbogen schuf eine kleine schwarze wellige fläche dazwischen die alles was sie berührte zum verschwinden brachte und verzauberte sie so dass sie den menschen zuflüsterte und sie hypnotisierte
327,https://i.imgur.com/AS2zqdx.png,{},harry sagte der schulleiter und begann ziemlich besorgt auszusehen,harry sagte der schulleiter und sah langsam ziemlich besorgt aus
328,https://i.imgur.com/mVnn6YW.png,{},ich kann ihnen die wahrheit sagen aber wenn sie sich weigern es zu hören,ich kann dir die wahrheit sagen aber wenn du sie nicht hören willst
329,https://i.imgur.com/hsq7ekW.png,{},auch nicht interessant,auch nicht interessant
330,https://i.imgur.com/HoSFksD.png,{},was ist der auferstehungsstein,was ist der stein der auferstehung
331,https://i.imgur.com/dZqep7Q.png,{},ich würde es dir nicht sagen sagte der schulleiter langsam außer dass ich fürchte was dieser unglaube mit dir machen könnte also hör zu harry bitte hör zu,ich würde es dir nicht sagen sagte der schulleiter langsam außer dass ich fürchte was dieser unglaube dir antun könnte also hör zu harry bitte hör zu
332,https://i.imgur.com/PIvdTJG.png,{},der auferstehungsstein war einer der drei legendären heiligtümer des todes verwandt mit harrys umhang,der stein der auferstehung war einer der drei legendären heiligtümer des todes verwandt mit harrys umhang
333,https://i.imgur.com/uVDfS9w.png,{},der auferstehungsstein könnte seelen von den toten zurückrufen sie zurück in die welt der lebenden bringen wenn auch nicht so wie sie waren,der stein der auferstehung konnte seelen von den toten zurückrufen - und sie in die welt der lebenden zurückbringen wenn auch nicht so wie sie waren
334,https://i.imgur.com/jC4nTWh.png,{},cadmus peverell benutzte den stein um seine verlorene geliebte von den toten zurückzurufen aber ihr herz blieb bei den toten und nicht in der welt der lebenden,cadmus peverell benutzte den stein um seine verlorene geliebte von den toten zurückzurufen aber ihr herz blieb bei den toten und nicht in der welt der lebenden
335,https://i.imgur.com/aL3P3K8.png,{},und mit der zeit machte es ihn wahnsinnig und er brachte sich um um wieder wirklich bei ihr zu sein,und mit der zeit trieb es ihn in den wahnsinn und er brachte sich um um noch einmal wirklich mit ihr zusammen zu sein
336,https://i.imgur.com/MYERJcy.png,{},in aller höflichkeit hob harry seine hand,in aller höflichkeit hob harry die hand
337,https://i.imgur.com/SDTLiIs.png,{},jawohl sagte der schulleiter widerstrebend,ja sagte der schulleiter zögernd
338,https://i.imgur.com/Ib676Sg.png,{},der offensichtliche test um zu sehen ob der auferstehungsstein wirklich die toten zurückruft oder nur ein bild aus dem kopf des benutzers projiziert besteht darin eine frage zu stellen deren antwort sie nicht kennen aber der tote würde es tun und das kann sein auf dieser welt definitiv verifiziert rufen sie zum beispiel zurück -,der offensichtliche test um herauszufinden ob der stein der auferstehung wirklich die toten zurückruft oder nur ein bild aus dem kopf des benutzers projiziert besteht darin eine frage zu stellen deren antwort man nicht kennt die aber die tote person kennen würde und die in dieser welt definitiv überprüft werden kann zum beispiel rufe zurück -
339,https://i.imgur.com/CLA1qPr.png,{},dann hielt harry inne denn dieses mal hatte er es geschafft ihm einen schritt voraus zu sein schnell genug um nicht den vornamen und den test zu sagen der ihm in den sinn gekommen war,dann hielt harry inne denn diesmal hatte er es geschafft seiner zunge einen schritt voraus zu sein schnell genug um nicht den ersten namen und die erste prüfung zu sagen die ihm einfielen
340,https://i.imgur.com/zfm6m4F.png,{},deine tote frau und frag sie wo sie ihren verlorenen ohrring gelassen hat oder so ähnlich beendete harry,deine tote frau und frage sie wo sie ihren verlorenen ohrring gelassen hat oder so etwas in der art beendete harry
341,https://i.imgur.com/mkKft4p.png,{},hat jemand solche tests gemacht,hat jemand solche tests gemacht
342,https://i.imgur.com/F2KhFxr.png,{},der auferstehungsstein ist seit jahrhunderten verloren harry sagte der schulleiter leise,der stein der auferstehung ist seit jahrhunderten verschollen harry sagte der schulleiter leise
343,https://i.imgur.com/YwlYY5c.png,{},harry zuckte mit den schultern,harry zuckte mit den schultern
344,https://i.imgur.com/wmztW8L.png,{},nun ich bin wissenschaftler und immer bereit mich überzeugen zu lassen,nun ich bin wissenschaftler und immer bereit mich überzeugen zu lassen
345,https://i.imgur.com/wkTV2UI.png,{},wenn sie wirklich glauben dass der auferstehungsstein die toten zurückruft dann müssen sie glauben dass ein solcher test erfolgreich sein wird oder,wenn sie wirklich glauben dass der stein der auferstehung die toten zurückruft dann müssen sie doch glauben dass ein solcher test erfolgreich sein wird oder
346,https://i.imgur.com/JUDiFQu.png,{},weißt du also wo du den auferstehungsstein findest,wissen sie etwas darüber wo man den stein der auferstehung finden kann
347,https://i.imgur.com/lJvuCh6.png,{},ich habe bereits ein heiligtum des todes unter höchst mysteriösen umständen bekommen und wir wissen beide wie der rhythmus der welt bei so etwas funktioniert,ich habe bereits einen heiligtum des todes unter höchst mysteriösen umständen erhalten und wir wissen beide wie der rhythmus der welt bei solchen dingen funktioniert
348,https://i.imgur.com/jXMebdf.png,{},dumbledore starrte harry an,dumbledore starrte harry an
349,https://i.imgur.com/9wLWBTY.png,{},harry sah den schulleiter gleichmütig an,harry blickte den schulleiter gleichmütig an
350,https://i.imgur.com/bgZYmhR.png,{},der alte zauberer fuhr sich mit der hand über die stirn und murmelte das ist wahnsinn,der alte zauberer fuhr sich mit der hand über die stirn und murmelte das ist wahnsinn
351,https://i.imgur.com/zhTiIOG.png,{},irgendwie schaffte es harry sich vom lachen abzuhalten,irgendwie gelang es harry sich das lachen zu verkneifen
352,https://i.imgur.com/obQc7FN.png,{},und dumbledore sagte harry er solle den umhang der unsichtbarkeit aus seinem beutel ziehen auf anweisung des schulleiters starrte harry auf die innen- und rückseite der kapuze bis er sie schwach gezeichnet von dem silbrigen netz in verblichenem scharlachrot wie getrocknetes blut sah das symbol der heiligtümer des todes ein dreieck mit einem darin eingezeichneten kreis und eine linie die beide trennt,auf anweisung des schulleiters starrte harry auf die innenseite und die rückseite der kapuze bis er das symbol der heiligtümer des todes sah das sich in verblasstem scharlachrot wie getrocknetes blut von dem silbrigen gewebe abhob ein dreieck mit einem kreis darin und einer linie die beide trennte
353,https://i.imgur.com/gMMndX5.png,{},danke sagte harry höflich,danke sagte harry höflich
354,https://i.imgur.com/DBbKVkv.png,{},ich werde auf jeden fall nach einem so markierten stein ausschau halten,ich werde auf jeden fall nach einem so gekennzeichneten stein ausschau halten
355,https://i.imgur.com/aDHjmcD.png,{},hast du noch andere beweise,haben sie weitere beweise
356,https://i.imgur.com/pR22mpp.png,{},dumbledore schien einen kampf in sich selbst zu kämpfen,dumbledore schien einen kampf mit sich selbst zu führen
357,https://i.imgur.com/fTLJWye.png,{},harry sagte der alte zauberer mit ansteigender stimme das ist ein gefährlicher weg den du gehst,harry sagte der alte zauberer und seine stimme erhob sich das ist ein gefährlicher weg den du beschreitest ich weiß nicht ob ich das richtige tue wenn ich das sage aber ich muss dich von diesem weg abbringen
358,https://i.imgur.com/pshi8tj.png,{},harry wie hätte voldemort den tod seines körpers überleben können wenn er keine seele hätte,harry wie hätte voldemort den tod seines körpers überleben können wenn er keine seele hatte
359,https://i.imgur.com/y6mS0HI.png,{'Dark Lord': 'Dunkler Lord'},und da erkannte harry dass es genau eine person gab die professor mcgonagall ursprünglich erzählt hatte dass der dunkle lord überhaupt noch am leben war und es war der verrückte schulleiter ihres irrenhauses der dachte die welt laufe nach klischees,und da wurde harry klar dass es genau eine person gab die professor mcgonagall ursprünglich gesagt hatte dass der dunkle lord noch am leben war und das war der verrückte direktor ihrer verrückten schule der glaubte dass die welt aus klischees bestand
360,https://i.imgur.com/ZijprTj.png,{},gute frage sagte harry nach einer internen diskussion darüber wie es weitergehen sollte,gute frage sagte harry nachdem er innerlich darüber nachgedacht hatte wie er weiter vorgehen sollte
