Input.num,flag,Translation
194,,"""Aber du hast meine Frage beantwortet,"" sagte Dumbledore leise zu sich selbst"
194,,",,Aber du hast meine Fragen beantwortet"", sagte Dumbledore, nun sanfter und als ob er mit sich selbst spräche."
194,,"""Aber du hast meine Frage beantwortet"", sagte Dumbledore leiser, als wäre er bei sich selbst."
196,,"Für seinen ehrgeiz, alles um ihrer selbst willen von seinem ehrgeiz; und das weiß ich, aber nicht warum..."" Für eine zeit Dumbledore ins nichts gestarrt; dann richtete er sich auf, und seine augen schienen um sich wieder auf Harry zu konzentrieren."
196,,"Für seinen Ehrgeiz, alles um seines Ehrgeizes willen; und dass ich weiß, aber nicht warum..."" Für eine Zeit starrte Dumbledore ins Nichts; Dann richtete er sich und seine Augen schienen sich wieder auf Harry zu konzentrieren."
196,,"Aus seinem Ehrgeiz, alles um seines Ehrgeizes willen; und das weiß ich, aber nicht warum...“ Dumbledore starrte eine Zeitlang ins Nichts, dann richtete er sich auf und seine Augen schienen sich wieder auf Harry zu konzentrieren."
196,x,"""Für seinen Ehrgeiz, alles seines Ehrgeiz´ wegen; und ich wusste nicht warum …"""" Für eine Weile starrte Dumbledore ins Nichts; dann richtete er seine Augen geradeaus, so als würde er wieder Harry fokussieren."""
199,,",,Du hast für die Wissenschaft nichts übrig?"" sagte Harry etwas misstrauisch."
199,,„Sie mögen die Wissenschaften nicht?“ fragte Harry vorsichtig.
199,,"""Du magst die Wissenschaft nicht?"", sagte Harry ein wenig müde."
201,,",,Ich nehme an, für diejenigen ohne Zauberstäbe ist es von Nutzen,"" sagte Dumbledore mit gerunzelter Stirn."
201,,",,Ich vermute, es ist nützlich für jene ohne Zauberstäbe,"" sagte Dumbledore mit gerunzelter Stirn."
201,,"„Ich nehme an es ist hilfreich für die Leute die keinen Zauberstab haben,“ sagte Dumbledore stirnrunzelnd."
203,,Sind Wissenschaften so bedeutend wie Liebe?
203,,Ist Wissenschaft so wichtig wie Liebe?
203,,Ist die Wissenschaft so wichtig wie die Liebe?
204,,Wie Güte?
204,,Wie Freunlichkeit?
204,,Als Freundlichkeit?
205,,Als Freundschaft?
205,,Als Freundschaft?
205,,Als Freundschaft?
206,,"Ist es Wissenschaft, die dich Minerva McGonagall so mögen lässt?"
206,,"Ist es die Wissenschaft, die Sie an Minerva McGonagall lieb gewinnt?"
206,,"Ist es die Wissenschaft, die Sie für Minerva McGonagall begeistern kann?"
211,,"""Du bist nicht Ravenclaw"" sagte Harry mit ruhiger würde, ""und so es könnte nicht aufgetreten für dich das zu respektieren die wahrheit, und suche alles die tage deines lebens, könnte auch sein ein akt der gnade."""
211,,"""Du bist nicht Ravenclaw"", sagte Harry mit ruhiger Würde, ""und so ist es dir vielleicht nicht aufgefallen, dass es auch ein Akt der Gnade sein könnte, die Wahrheit zu achten und sie alle Tage deines Lebens zu suchen."""
211,,"„Du bist nicht Ravenclaw“, sagte Harry mit ruhiger Würde, „und deshalb ist es dir vielleicht nicht in den Sinn gekommen, dass es auch ein Akt der Gnade sein könnte, die Wahrheit zu respektieren und sie alle Tage deines Lebens zu suchen.“"
211,x,"""Du bist kein Ravenclaw,"" sprach Harry mit sanfter Erhabenheit, ""und es mag noch nicht zu dir vorgedrungen sein, aber die Wahrheit zu respektieren und das ganze Leben danach zu suchen, kann ebenso ein Akt der Würde sein."""
213,,Und dann seufzte er.
213,,Und dann seufzte er.
213,,Und dann seufzte er.
214,,Wie bist du so jung schon so klug geworden?
214,,",,Wie bist du in einem so jungen Alter so weise geworden...?"""
214,,"""Wie bist du so weise geworden, so jung...?"""
216,,",,Vielleicht wird es für dich von Wert sein."""
216,,"""Vielleicht wird es sich für Sie als wertvoll erweisen."""
216,,"""Vielleicht wird es sich für Sie als nützlich erweisen."""
218,,"Er war tatsächlich etwas enttäuscht von Dumbledore's leichtgläubigkeit; es war nicht so, dass Harry gelogen hatte, aber Dumbledore schien viel zu beeindruckt mit Harry's fähigkeit zu phrasen damit sie tiefgründig klangen, anstatt sie zu setzen in einfaches Englisch mögen Richard Feynman hatte mit seiner weisheit getan..."
218,,"Er war tatsächlich ein bisschen enttäuscht von Dumbledores Leichtgläubigkeit; es war nicht so, dass Harry gelogen hatte, aber Dumbledore schien viel zu beeindruckt von Harrys Fähigkeit, Dinge so zu formulieren, dass sie tiefgründig klangen, anstatt sie in einfaches Englisch zu bringen, wie es Richard Feynman mit seiner Weisheit getan hatte ..."
218,,"Er war eigentlich ein bisschen enttäuscht über Dumbleodres leichtgläubigkeit; es war nicht Harry, der gelogen hatte, aber Dumbledore scheinte sehr über Harrys Fähigkeit, Sachen zu formulieren sodass sie tiefgreifend klangen beeindruckt zu sein, anstatt es in schlichtes Englisch zu machen, wie Richard Feyman mit seinem Wissen getan hatte..."
218,x,"Er war ein bisschen entäuscht von Dumbledores Leichtgläubigkeit. Harry hatte nicht gelogen, aber Dumbledore schien zu leicht von Harrys Fähigkeit beeindruckt gewesen zu sein, Dinge so zu formulieren, dass sie tiefgründig klangen, anstatt sie in schlichtem Englisch auszudrücken, wie es Richard Feynman mit seiner Weisheit getan hatte."
219,,"""Liebe ist wichtiger als weisheit"" sagte Harry, nur um die grenzen auszutesten von Dumbledore's toleranz für blendend offensichtliche klischees komplettiert durch schiere muster passend ohne jede art der detaillierten analyse."
219,,"""Liebe ist wichtiger als Weisheit"", sagte Harry, nur um die Grenzen von Dumbledore's Toleranz für blind offensichtliche Klischees zu testen, die durch schiere Mustervergleiche ohne jede Art von detaillierter Analyse ergänzt wurden."
219,,"„Liebe ist wichtiger als Weisheit“, sagte Harry, nur um die Grenzen von Dumbledores Toleranz für blendend offensichtliche Klischees zu testen, die durch bloße Musteranalyse ohne jegliche detaillierte Analyse ergänzt wurden."
219,x,"""Liebe ist viel wichtiger als Weisheit,"" sagte Harry, nur um die Toleranzgrenze, durch strahlend offensichtliche Clichés, die durch dünne Muster sich jeglicher tiefgründigen Analyse entzogen,  Dumbledores auszuloten."
221,,Harry erhob sich von dem Stuhl und streckte seine Arme.
221,,Harry stand von seinem Stuhl auf und streckte seine Arme.
221,,Harry erhob sich aus dem Stuhl und streckte die Arme aus.
227,,"""Sag es mir, Harry"" sagte der Schulleiter (und jetzt klang seine stimme einfach verwirrt, obwohl es da war immer noch ein hauch von schmerz in seinen augen), ""warum tun Dark Wizards habe so große angst vor dem tod?"""
227,,"""Sag mir, Harry"", sagte der Direktor (und jetzt klang seine Stimme einfach verwirrt, obwohl es immer noch einen Hauch von Schmerz in seinen Augen gab), ""warum fürchten sich Dark Wizards so sehr vor dem Tod?"""
227,,"""Sag es mir, Harry"", sagte der Schulleiter (und jetzt seine Stimme klang einfach verwirrt, obwohl es 
immer noch ein Hauch von Schmerz in seinen Augen war), ""warum haben Dark Wizards viel angst vom  Tod ?"""
227,,"„Sag mir, Harry“, sagte der Schulleiter (und jetzt klang seine Stimme einfach verwirrt, obwohl in seinen Augen immer noch ein Hauch von Schmerz lag), „warum fürchten die Dunklen Zauberer den Tod so sehr?“"
227,x,"""Sag mir, Harry,"" sagte der Schulleiter (und nun klang seine Stimme einfach gestrickt, doch in seinen Augen war immernoch ein Anflug von Schmerz zu sehen), ""Warum haben die dunklen Magier so große Angst vor dem Tod?"""
229,,"Wutsch, zisch, pfeif; gurgel, plopp, blubber -"
229,,"Wusch, zisch, pfeiff; schlurf, plop, blub -"
229,,"Rauschen, Zischen, Glockenspiel; Glorp, Pop, Bubble -"
230,,"""Hä??"", sagte Dumbledore."
230,,",,Was??"" sagte Dumbledore."
230,,"""Was??"" sagte Dumbledore."
232,,Sehr schlecht. Extrem schlecht.
232,,Sehr schlimm. Am schlimmsten.
232,,"""Sehr schlecht. Äußerst schlecht."
233,,Zauberwesen angst vor dem tod ist wie angst zu haben von einem großartigen großes monster mit giftigen reißzähne.
233,,Sich vor dem Tod zu fürchten ist wie die Furcht vor einem gewaltigen Monster mit Giftzähnen.
233,,Zauberwesen fürchten vor Angst ist wie vor einem großen Monster mit giftigen reißzähne zu fürchten.
234,,"es macht tatsächlich sehr viel Sinn und deutet nicht darauf hin, dass Sie ein psychisches Problem haben."
234,,"Es macht tatsächlich sehr viel Sinn und deutet nun eben nicht darauf hin, dass du ein psychisches Problem hast."""
234,,"Das ist eigentlich sehr sinnvoll und deutet nicht darauf hin, dass Sie ein psychisches Problem haben."""
236,,",,In Ordnung"", sagte Harry, ,,lass es mich dir so sagen."
236,,"""Okay"", sagte Harry, ""lass es mich so ausdrücken."
236,,"""Okay"", sagte Harry, ""lass es mich so ausdrücken."
237,,"Bist du lebensmüde? Falls ja, dann gibt es eine sogenannte Muggel Hotline zur Selbstmord Prävention"
237,,"Willst du sterben? Denn wenn das so sein sollte, gibt es für Muggel etwas namens Seelsorge-Telefon-"""
237,,"Willst du sterben? Denn wenn ja, gibt es diese Muggelsache, die sich Selbstmordpräventionshotline nennt -"""
238,,"""Wenn es soweit ist,"" sagte der alte Zauberer ruhig. ""Nicht vorher."
238,,",,Wenn die Zeit reif ist"", sagte der alte Zauberer ruhig. ,,Vorher nicht."
238,,"""Wenn die Zeit gekommen ist"", sagte der alte Zauberer leise. ""Nicht vorher."
239,,"Ich würde diesen Tag nie zu hastig herbeiführen, noch würde ich ihn abwehren, wenn er kommt."""
239,,"Ich würde niemals dem Tag nachjagen, noch würde ich ihn abweisen wenn er denn kommt."
239,,"Ich würde nie versuchen, den Tag zu beschleunigen, noch ihn zu verweigern, wenn er kommt""."
240,,Harry runzelte ernst die Stirn.
240,,Harry runzelte die Stirn.
240,,Harry runzelte ernsthaft die Stirn.
242,,"""Harry..."" Die stimme des alten zauberers fing an ein wenig hilflos zu klingen; und er war zu einer stelle auf und ab gegangen wo sein silberner bart, unbemerkt, war in ein kristallklares goldfischglas getrieben, und nahm langsam an ein grünlicher schimmer, der die haare hochkroch."
242,,"""Harry..."" Die Stimme des alten Zauberers klang ein wenig hilflos. Und er war an eine Stelle getreten, wo sein Silberbart unbemerkt in eine kristalline Goldfischschale aus Glas gedriftet war und langsam einen grünlichen Farbton annahm, der die Haare hochkriecht."
242,,"""Harry..."" Die Stimme des alten Zauberers begann ein wenig hilflos zu klingen; und er war zu einer Stelle gegangen, wo sein silberner Bart unbemerkt in ein kristallenes Goldfischglas getrieben war und langsam eine grünliche Färbung annahm, die die Haare hochkroch."
242,x,"""Harry..."" Die Stimme des alten Zauberers fing an, etwas hilflos zu klingen; und er war zu einem Ort geschritten, wo, unbemerkt, sein silberner Bart in eine Kristallglas-Goldfischkugel gefallen war und langsam einen grünlichen Farbton annahm, der die Haare hinaufstieg."
243,,"Ich denke, ich habe mich vielleicht nicht klar genug ausgedrueckt."
243,,",,Ich glaube, ich habe mich nicht klar ausgedrückt."
243,,"""Ich glaube, ich habe mich nicht klar ausgedrückt."
246,,"Sie reichen nicht nach oben dem licht der sonne entgegen, aber fliehen das kommen der nacht in unendlich dunklere höhlen aus eigener herstellung, ohne mond oder sterne."
246,,"Sie greifen nicht nach dem Licht der Sonne, sondern fliehen vor dem Einbruch der Nacht in unendlich dunklere Höhlen, die sie selbst geschaffen haben, ohne Mond und Sterne."
246,,"Sie greiften nicht nach das Licht der Sonne, aber fliehen von der kommende Nacht in ihren unenlichd dunklere eigene Höhlen, ohne den Mond oder Sterne."
246,x,"Sie richten sich nicht nach dem Licht der Sonne auf, sondern fliehen vor dem Einbruch der Nacht in ihre selbst erschaffenen, unendlich finstereren Höhlen, ohne Mond oder Sterne."
247,,"Es ist nicht das leben das sie sich wünschen, aber unsterblichkeit; und sie sind so getrieben danach zu greifen dass sie opfern ihre seelen!"
247,,"Es ist nicht das Leben, das sie begehren, sondern die Unsterblichkeit; und sie sind so getrieben, es zu begreifen, dass sie ihre Seelen opfern werden!"
247,,"Sie wünschen sich nicht Leben, sondern Unsterblichkeit; und sie sind so getrieben, es zu begreifen, dass sie ihre Seelen opfern werden!"
247,x,"Es ist nicht das Leben, nach dem sie sich sehnen, sondern die Unsterblichkeit; und ihr Verlangen, nach ihr zu greifen, ist so stark, dass sie ihre eigenen Seelen dafür opfern würden!"
248,,"Willst du für immer leben, Harry?"""
248,,"Willst du auf ewig leben, Harry?"""
248,,"Willst du ewig leben, Harry?"""
249,,"""Ja, und du auch"" sagte Harry."
249,,"""ja, und du auch"", sagte Harry"
249,,"„Ja, und Sie streben das auch an,“ sagte Harry."
249,,"""Ja, und du auch,"" sagte Harry."
250,,",,Ich möchte noch einen weiteren Tag leben."
250,,„Ich möchte gerne noch einen Tag überleben.
250,,"""Ich möchte noch einen Tag leben."
253,,"Wenn du nicht sterben willst, heißt das, du willst für immer leben."
253,,"Wenn du nicht sterben willst, bedeutet das, dass du ewig leben willst."
253,,"Wenn man nicht sterben will, bedeutet das, dass man ewig leben will."
254,,"Wenn man nicht ewig leben will, heißt das dass man Sterben möchte."
254,,"Wenn du nicht für immer weiter leben willst heißt es, dass du sterben willst."
254,,"Wenn man nicht ewig leben will, bedeutet das, dass man sterben will."
255,,Du musst das eine oder das andere machen....
255,,Du musst das eine oder das andere machen.
255,,Man muss das eine oder das andere tun...
256,,"Ich komme hier nicht durch, oder?"
256,,"Ich komme hier nicht durch, oder."""
256,,"Ich komme hier nicht durch, oder?"""
258,,"""Ich habe gelebt einhundert und zehn jahre"" der alte zauberer sagte leise (nehmen seine bart aus der schüssel, und wackeln damit zu schüttel die farbe aus)."
258,,"""Ich habe hundertzehn Jahre gelebt"", sagte der alte Zauberer leise (indem er seinen Bart aus der Schüssel nahm und ihn herauspuckte, um die Farbe zu rütteln)."
258,,"""Ich habe einhundertundzehn Jahre gelebt,"" sagte der alte Zauberer leise (nimmt seinen Bart aus dem Schüssel, und wedelte die Farben raus.)"
258,x,"""Ich habe hundertzehn Jahre gelebt"", sagte der alte Zauberer leise (während er seinen Bart aus der Goldfischkugel nahm und rüttelte, um die Farbe herauszuschütteln)."
260,,"Und doch bereue ich es nicht, am Leben zu sein, denn das Wachsen meiner Schüler ist eine Freude, die mich noch nicht angegriffen hat"
260,,"Und trotzdem bereuhe ich es nicht, am Leben zu sein, denn den Schülern beim Wachsen zuzusehen ist eine Freude, die mich immer noch nicht ermüdet."
260,,"Trotzdem bereue ich nicht noch zu am Leben zu sein, denn ich bin der Freude meine Schüler heranwachsen zu sehen noch nicht überdrüssig geworden."
262,,"Was hättest du mit der Ewigkeit vor, Harry?"
262,,"Was würdest du mit der Ewigkeit anfangen, Harry?"""
262,,"Was würdest du mit der Ewigkeit anfangen, Harry?"""
264,,"""Treffen sie alle interessanten menschen der welt, lese all die guten bücher und dann etwas noch besseres schreiben, feiern sie den zehnten geburtstag meines ersten enkelkindes auf dem Moon, feiere den hundertsten geburtstag meines ersten urururenkels rund um die Rings of Saturn, lerne die tiefsten und letzten regeln der Natur, die natur des bewusstseins verstehen, finde heraus, warum überhaupt etwas existiert, besuche andere sterne, aliens entdecken, aliens erschaffen, rendezvous mit allen für eine party auf der anderen seite der Milchstraße, wenn wir das ganze erkundet haben, triff dich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die sonne endlich untergeht, und ich habe mir sorgen gemacht, einen weg zu finden, um diesem universum zu entkommen, bevor es keine negentropie mehr hat aber jetzt bin ich viel hoffnungsvoller dass ich entdeckt habe, dass die sogenannten gesetze der physik nur optionale richtlinien sind."""
264,,"„Triff all die interessanten Menschen auf der Welt, lies all die guten Bücher und schreibe dann etwas noch Besseres, veranstalte die zehnte Geburtstagsfeier meines ersten Enkels auf dem Moon, veranstalte die hundertste Geburtstagsfeier meines ersten Ururenkels rund um die Ringe des Saturn. Lernen Sie die tiefsten und ultimativen Regeln der Natur kennen, verstehen Sie die Natur des Bewusstseins, finden Sie heraus, warum etwas überhaupt existiert, besuchen Sie andere Sterne, entdecken Sie Außerirdische, erschaffen Sie Außerirdische, treffen Sie alle zu einer Party auf der anderen Seite der Milchstraße, wenn wir das Ganze erforscht haben , versammeln mich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die Sonne endlich erlischt, und ich habe mir Sorgen gemacht, einen Weg zu finden, um diesem Universum zu entkommen, bevor es keine Entropie mehr hat, aber ich bin jetzt viel hoffnungsvoller. Ich habe herausgefunden, dass die sogenannten Gesetze der Physik nur optionale Richtlinien sind."""
264,,"""Alle interessanten Menschen auf der Welt treffen, alle guten Bücher lesen und dann etwas noch Besseres schreiben, die zehnte Geburtstagsparty meines ersten Enkels auf dem Mond feiern, die hundertste Geburtstagsparty meines ersten Ur-Ur-Ur-Enkels um die Ringe des Saturn herum feiern, die tiefsten und letzten Regeln der Natur kennenlernen, die Natur des Bewusstseins verstehen, herausfinden, warum überhaupt etwas existiert, andere Sterne besuchen, Außerirdische entdecken, Außerirdische erschaffen, uns mit allen zu einer Party auf der anderen Seite der Milchstraße treffen, wenn wir alles erforscht haben, uns mit allen anderen treffen, die auf der alten Erde geboren wurden, um zu sehen, wie die Sonne endlich erlischt, und ich habe mir früher Sorgen gemacht, einen Weg zu finden, diesem Universum zu entkommen, bevor ihm die Negentropie ausgeht, aber jetzt, da ich entdeckt habe, dass die so genannten Gesetze der Physik nur optionale Richtlinien sind, bin ich viel hoffnungsvoller."""
265,,"Dumbledore sagte ""Ich habe nicht viel davon verstanden"""
265,,",,Davon habe ich nicht viel verstanden"", sagte Dumbledore."
265,,"""Ich habe nicht viel davon verstanden"", sagte Dumbledore."
266,,"""Aber ich muss fragen wenn das dinge sind das du wirklich begehrst so verzweifelt, oder wenn du es dir nur vorstellst ihnen um es sich vorzustellen nicht müde sein, wie du rennst und rennst vor dem tod."""
266,,"""Aber ich muss fragen, ob dies Dinge sind, die du wirklich so verzweifelt begehrst, oder ob du sie dir nur so vorstellst, dass du nicht müde bist, während du vor dem Tod wegrennst."""
266,,"""Aber ich muss fragen, ob dies Dinge sind, die Sie wirklich so verzweifelt wünschen, oder ob Sie sie sich nur vorstellen, um sich vorzustellen, nicht müde zu sein, während Sie vor dem Tod rennen und davonlaufen."""
266,,"""Aber ich muss fragen, ob sie die Dinge sind, die du wirklich verzweifelt danach verlangst, oder du hast sie nur vorgestellt sodass du di vorstellst nicht müde zu sein, während du vom Tod rennst und rennst ."""
266,x,"""Aber ich muss fragen, ob dies Dinge sind, die du wirklich so sehnsüchtig begehrst, oder ob du sie dir nur als solche vorstellst, um dich nicht der Müdigkeit stellen zu müssen, da du die ganze Zeit vor dem Tod davonläufst."
267,,",,Das Leben ist keine abgezählte Liste, auf der du alles abharkst, damit du anschließend sterben darfst"", sagte Harry mit Nachdruck."
267,,"""Das Leben ist keine finite Liste von etwas, dass du abcheckst bevor du erlaubst wurdest,zu sterben,"" sagte Harry fest."
267,,"""Das Leben ist keine endliche Liste von Dingen, die man abhaken kann, bevor man sterben darf"", sagte Harry entschieden."
268,,",,Das ist Leben, du lebst es einfach weiter."
268,,"""Es ist das Leben, du lebst einfach weiter."
268,,"""So ist das Leben, man muss es einfach weiterleben."
271,,"Seine Finger trommelten auf einer Uhr; als sie ihn berührten, verwandelten sich die Ziffern in ein unentzifferbares Skript, und die Hände tauchten kurz in verschiedenen Positionen auf."
271,,"Seine Finger trommelten auf einer Uhr; als sie es berührten, änderten sich die Ziffern in eine unentzifferbare Schrift, und die Zeiger erschienen kurz in verschiedenen Positionen."
271,,Seine Finger klopften auf eine Uhr; als sie diese berührten veränderten sich die Zahlen zu unlesbaren Schriftzeichen und die Zeiger erschienen kurzzeitig in anderen Positionen.
271,x,"Seine Finger trommelten auf der Uhr; als sie sie berührten, veränderten sich die Ziffern zu einer unlesbaren Schrift, und die Hände erschienen kurz in unterschiedlichen Positionen."
272,,"""Im unwahrscheinlichen fall dass es mir erlaubt ist verweilen bis hundertfünfzig,"" sagte der alte zauberer, ""ich denke nicht mir würde es etwas ausmachen."
272,,"""In dem unwahrscheinlichen Fall, dass ich bis hundertfünfzig verweilen darf"", sagte der alte Zauberer, ""ich glaube nicht, dass es mir etwas ausmachen würde."
272,,"„Für den unwahrscheinlichen Fall, dass es mir erlaubt ist, bis hundertfünfzig zu bleiben,“ sagte der alte Zauberer, „ich glaube nicht, dass es mir etwas ausmacht."
272,x,"""In dem unwahrscheinlichen Fall, dass es mir verlaubt ist, bis einhundertfünfzig zu leben"", sagte der alte Zauberer, ""denke ich nicht, dass ich etwas dagegen hätte."
274,,
274,,
274,,"""Ja, nun"", sagte Harry, dessen Stimme ein wenig trocken klang, als er an seine Mum und seinen Dad und die ihnen zustehende Lebensspanne dachte, wenn Harry nichts dagegen unternahm, ""ich vermute, Herr Direktor, wenn Sie aus einer Kultur kämen, in der die Menschen daran gewöhnt sind, vierhundert Jahre alt zu werden, würde Ihnen ein Tod mit zweihundert Jahren genauso tragisch vorkommen wie ein Tod mit, sagen wir, achtzig Jahren."""
274,,"""Ja, nun,"" sagte Harry, seine Stimme ein wenig trocken, als er an seine Mom und seinen Dad dachte, und an ihre zugeteilte Zeitspanne, wenn er nichts dagegen tat, ""Ich vermute, Direktor, wenn man aus einer Kultur kommt, in der die Leute daran gewöhnt sind, vierhundert Jahre lang zu leben, dass es genauso tragisch vorzeitig wäre, mit zweihundert zu sterben, wie, sagen wir, mit achtzig."""
274,,"""Ja, schon"" Harry sagte, seine stimme etwas trocken als er an seine mama und seinen papa dachte und ihre zugewiesene spanne wenn Harry nichts dagegen unternehmen würde, ""Ich vermute, Schulleiter, wenn sie aus einer kultur stammen in der die menschen daran gewöhnt waren, vierhundert jahre zu leben, dass man mit zweihundert stirbt würde genauso tragisch verfrüht erscheinen wie der tod mit, sagen wir, achtzig."""
274,,"„Ja, nun“, sagte Harry mit etwas trockener Stimme, als er an seine Eltern dachte und die Dauer, die ihm zugeteilt wurde, wenn Harry nichts dagegen unternehmen würde, „ich vermute, wenn Sie aus einer Kultur kommen, in der Menschen… früher vierhundert Jahre gelebt hat, wäre der Tod mit zweihundert Jahren genauso tragisch verfrüht wie der Tod mit, sagen wir, achtzig Jahren."""
275,,"Harrys Stimme erhärtete sich, als er das letzte Wort sprach."
275,,"Harrys Stimme wurde hart, bei diesem letzten Wort."
275,,"Harrys Stimme wurde hart, auf das letze Wort."
276,,"„Vielleicht“, sagte der alte Zauberer leise."
276,,"""Vielleicht,"" meinte der alte Magier friedvoll."
276,,"""Moeglicherweise,"" sagte der alte Zauberer friedlich"
277,,",,Ich würde nicht vor meinen Freunden sterben wollen, noch würde ich weiterleben wollen, wenn sie alle fort sind."""
277,,""" Ich würde weder nicht wünschen vor meine Freunde zu sterben, noch weiterleben nachdem sie alle weg sind."
277,,"""Ich möchte nicht vor meinen Freunden sterben und auch nicht weiterleben, wenn sie alle fort sind."
278,,"Die schwerste zeit ist, wenn die du hast am meisten geliebt sind vor dir gegangen, und wieder andere leben noch, um wessen willen musst du bleiben..."" Dumbledore's augen waren auf Harry fixiert, und wird traurig."
278,,"Die schwerste Zeit ist, wenn diejenigen, die Sie am meisten geliebt haben, vor Ihnen weitergegangen sind und noch andere leben, um deren willen Sie bleiben müssen ..."""
278,,"Die schwerste Zeit ist wenn die, die du am meisten liebst, vor dir gegangen sind, dennoch leen andere weiter, ihretwegen du bleiben musst..."" Dumbledors Augen waren auf Harry fixiert, und werden traurig."
278,x,"""Die härteste Zeit ist, wenn diejenigen, die du am meisten liebtest, vor dir gegangen sind, aber dennoch andere noch leben, um derentwillen du noch bleiben musst..."" Dumbledore's Augen waren auf Harry fixiert und wurden zunehmend traurig."
279,,"""Trauere nicht zu sehr um mich, Harry, wenn meine zeit kommt; Ich werde bei denen sein ich habe es schon lange vermisst, auf unserer nächste große abenteuer."""
279,,"""Trauere nicht zu sehr um mich, Harry, wenn meine Zeit kommt; Ich werde mit denen zusammen sein, die ich lange vermisst habe, auf unserem nächsten großen Abenteuer."""
279,,"""Trauer nicht zu sehr um mich, Harry, wenn meine Zeit gekommen ist; ich werde bei denen sein, die ich lange vermisst habe, auf unserem großen Abenteuer."""
279,x,"""Trauere mir nicht zu sehr nach, Harry, wenn meine Zeit gekommen ist; Ich werde bei denen sein, die ich schon lange vermisst habe, auf unserem nächsten großen Abenteuer."""
281,,",,Du glaubst an ein Jenseits."
281,,"""Du glaubst an ein Leben nach dem Tod."
281,,"""Du glaubst an ein Leben nach dem Tod."
285,,"""Harry, du bist ein magier!"
285,,Harry du bist ein Hexenmeister!
285,,"""Harry, du bist ein Zauberer!"
286,,"Sie haben geister gesehen!?"""
286,,Du hast Geister gesehen!?
286,,"Du hast Gespenster gesehen!?"""
287,,"""Geister“ sagte Harry mit flacher stimme"
287,,Harry's Stimme war ganz flach und er sagte: Gespenster
287,,",,Geister,"" sagte Harry mit flacher Stimme."
288,,"""Du meinst dinge wie portraits, gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben, versehentlich beeindruckt in der umgebendes material bis zum ausbruch von magie das begleitet das gewaltsamer tod von a magier -"""
288,,"""Sie meinen solche Dinge wie Porträts, gespeicherte Erinnerungen und Verhaltensweisen ohne Bewusstsein oder Leben, die zufällig durch den Ausbruch von Magie, der den gewaltsamen Tod eines Zauberers begleitet, in das umgebende Material eingeprägt wurden -"""
288,,"Du meinst diese Dinge wie Porträts, gespeicherte Erinnerungen und Verhaltensweisen ohne Bewusstsein oder Leben, die durch den magischen Ausbruch, der den gewaltsamen Tod eines Zauberers begleitet, versehentlich in das umgebende Material eingeprägt wurden-“"
288,x,"""Du meinst die Dinge wie Portraits, gespeicherte Erinnerung und Verhaltensweisen ohne Bewusstsein oder Leben, aus Versehen in das umgebende Material durch einen Ausbruch von Magie eingeprägt, welcher den gewaltsamen Tod eines Zauberers begleitet -"""
289,,"""Ich habe diese theorie gehört"" sagte der Schulleiter, seine stimme wird scharf, ""von zauberern wiederholt die zynismus mit weisheit verwechseln, wer denkt das nach unten schauen auf andere ist sich zu erheben."
289,,"„Ich habe diese Theorie gehört“, sagte der Schulleiter mit scharfer Stimme, „wiederholt von Zauberern, die Zynismus mit Weisheit verwechseln, die denken, auf andere herabzusehen bedeute, sich selbst zu erheben."
289,,"""Ich habe diese Therie gehört,"" sate dr Schulleiter, seine Stimme wächst spitzer, ""wiederholt von Zauberer, die Zynismus für Weisheit halten, die das denken, auf andere herabzugucken, sich selbst hochbringt."
289,x,"""Ich habe von einer Theorie gehört"", sagte der Schulleiter mit strenger Stimme, ""die immer wieder von Zauberern wiederholt wurde, welche Zynismus mit Weisheit verwechseln und welche den Blick von oben auf andere herab als Weg ansehen, sich selbst zu erheben."""
291,,"Ja, Geister lernen oder reifen nicht, denn sie gehören nicht hierhin!"
291,,"Ja, Geister lernen und wachsen nicht, weil sie nicht hier hin gehören!"
291,,"Ja, Geister lernen und entwickeln sich nicht, denn sie gehören nicht hierher!"
292,,"Seelen sollen weiterziehen, hier gibt es kein Leben mehr für sie!"
292,,"Seelen sind dazu da sich zu bewegen, da gibt es kein Leben das übrig geblieben ist"
292,,"Die Seelen sind dazu bestimmt, weiterzugehen, hier gibt es kein Leben mehr für sie!"
293,,"Und wenn keine Geister, was ist dann mit dem Schleier?"
293,,"Und wenn keine Geister, was ist dann mit den Schleiern?"
293,,"Und wenn nicht Geister, was ist dann mit dem Schleier?"
294,,Was von der Auferstehung Stein?
294,,"Was ist der Widerbelebenden Stein?"""
294,,"Was ist mit dem Stein der Auferstehung?"""
295,,"„In Ordnung“, sagte Harry und versuchte, seine Stimme ruhig zu halten. „Ich werde deine Beweise hören, denn das ist die Aufgabe eines Wissenschaftlers."
295,,"Harry versuchte ruhig zu bleiben und sagte "" Also gut, ich werde mir eure Beweise anhören, denn das ist schliesslich was ein Wissenschafter macht"""
295,,",,Na gut"", sagte Harry während er versuchte, einen ruhigen Ton zu bewahren, ,,Ich werde mir deine Beweise anhören, denn das ist es, was ein Wissenschaftler tut."
