Input.num,Translation
323,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfetzten schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen erstreckte, plätschernd, immer, vom ständigen und einseitigen Durchgang der Seelen"
323,"Die körperliche Manifestation der Grenze zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und auf eine scharfe Spitze zulaufend, mit einem zerrissenen schwarzen Schleier wie die Oberfläche eines Wasserbeckens, der sich zwischen den Steinen spannte; sich immerzu kräuselnd vom konstanten Übergang der Seelen in nur eine Richtung."
323,"Das körperliche manifestation des barriere zwischen welten war ein toller steinbogen, alt und groß und kommen zu eine scharfe spitze, mit einem zerfetzt schwarzer schleier wie oberfläche von ein wasserbecken, gedehnt zwischen den steinen; plätschernd, immer, von dem konstante und einweg passage der seelen."
323,"Die physische Manifestation der Barriere zwischen den Welten war ein großer steinerner Torbogen, alt und hoch und spitz zulaufend, mit einem zerfetzten schwarzen Schleier, der wie die Oberfläche eines Wasserbeckens zwischen den Steinen gespannt war; plätschernd, immer, vom ständigen und einseitigen Durchgang der Seelen."
323,"Die physikalische Maifestation vom Barrier zwischen zwei Welten war ein großer Torbogen, lat und groß kommen zu einem spitzen Punkt, mit einem zerfetzten schwarzen Vorhang wie die Oberfläche einer Pool von Wasser, zwischen die Steine gestreckt; plätschernd, immer, von dem Konstanten Einbahnsweg der Seelen."
324,
324,"Wenn man neben dem Schleier stand, konnte man die Stimmen der Toten rufen hören, rufend in Geflüster nur knapp auf der falschen Seite des Verstehens, lauter und vielstimmiger werdend, wenn man blieb und versuchte zu lauschen, während sie versuchten zu kommunizieren; und wenn man zu lange lauschte, würde man gehen und sie kennelernen, und in dem Moment, wo man den Schleier berührte, würde  man hindurchgesogen, und nie wieder gesehen werden."
324,"Wenn du am Schleier standest, konntest du die Stimmen der Toten rufen hören, immer in einem Flüsterton, der kaum zu verstehen war, und der lauter und zahlreicher wurde, wenn du stehenbliebst und zu hören versuchte, während sie versuchten, sich mitzuteilen: und wenn du zu lange zuhörtest, würdest du ihnen entgegengehen, und in dem Moment, in dem du den Schleier berührtest, würdest du hindurchgesaugt werden und nie wieder etwas von dir hören lassen."
324,"Wenn du am Vail stand du konntest die stimmen des todes schreien hören, ruft immer flüsternd an, kaum auf der falschen seite des verständnisses, wird lauter und zahlreicher wenn du geblieben bist und versucht hast zu hören, als sie versuchten zu kommunizieren; und wenn du zu lange zugehört hast, du würdest sie treffen gehen, und in dem moment in dem du den schleier berührt hast, wirst du durchgesaugt, und nie wieder was gehört werden."
324,"Wenn man sich in der Nähe des Schleiers aufhielt, konnte man die Stimmen der Toten hören, die immer in schlechtem Flüstern von der falschen Seite des Verstehens riefen, lauter und zahlreicher wurden, wenn man blieb und versuchte, zuzuhören, während sie versuchten, sich zu verständigen; und wenn man lange genug zuhörte, würde man sie finden, und in dem Moment, in dem man den Schleier berührte, wurde man weggesaugt und man hörte nie wieder etwas davon."
325,"""Das hört sich gar nicht so an ein interessanter betrug"" Harry sagte, seine stimme ist jetzt ruhiger dass da nichts war da um ihn hoffen zu lassen, oder ihn wütend machen für enttäuschte hoffnungen."
325,"„Das hört sich nicht einmal nach einem interessanten Betrug an“, sagte Harry, seine Stimme war jetzt ruhiger, da es nichts gab, was ihn hoffen ließ oder ihn wütend machte, weil seine Hoffnungen zerstört wurden."
325,"""Das klingt nichmal nach einem interessanten Betrug,"" sagt Harry, seine Stimme entspannter jetzt da nichts mehr war, ihm Hoffnungen zu geben, oder ihn wütend zu machen, dass er Hoffunungen hat."
326,"""Jemand hat gebaut ein steinerner torbogen, machte ein kleines schwarzes kräuseln oberfläche dazwischen das ist verschwunden alles was es berührt hat, und verzaubert es den leuten zuflüstern und hypnotisiere sie."""
326,"""Jemand baute einen steinernen Torbogen, machte eine kleine schwarze Wellenoberfläche dazwischen, die alles, was sie berührte, verschwinden ließ, und verzauberte sie, um den Menschen zuzuflüstern und sie zu hypnotisieren."""
326,"""Jemand baute einen steinernen Torbogen, machte eine kleine schwarze, kräuselnde Oberfläche dazwischen, die alles, was es berührte, verschwand, und verzauberte es, Menschen zuzuflüstern und sie zu hypnotisieren."""
329,Auch nicht interessant.
329,Ebenfalls nicht interessant
329,Auch uninteressant
329,Ausserdem nicht interessant.
329,Ebenfalls nicht interessant.
331,"""Ich würde es dir nicht sagen"" sagte der Schulleiter langsam, ""außer dass ich angst habe was für ein unglaube kann dir antun... also hör zu, dann, Harry, hör bitte zu..."""
331,"""Ich würde es dir nicht sagen"", sagte der Direktor langsam, ""außer dass ich fürchte, was dieser Unglaube dir antun könnte... also hör zu, Harry, bitte hör zu..."""
331,"„Ich würde es dir nicht sagen“, sagte der Schulleiter langsam, „außer dass ich fürchte, was dieser Unglaube mit dir machen könnte... also hör zu, Harry, bitte hör zu...“"
333,der Auferstehungsstein könnte Seelen von den Toten zurückrufen und sie zurück in die Welt der
333,"Der Auferstehungsstein könnte seelen rufen zurück von den toten - bring sie zurück in die welt der lebenden, wenn auch nicht so wie sie waren."
333,"Der Auferstehungsstein könnte Seelen von den Toten zurückrufen – sie zurück in die Welt der Lebenden bringen, wenn auch nicht so, wie sie waren."
333,"Der Auferstehungsstein kann Seelen von the Toten zurückbringen - diese zurück bringen in die Welt der Lebenden, aber nicht wie sie einst waren."
334,"Cadmus Peverell hat den stein benutzt um seine verlorene geliebte zurückzurufenum von den toten, aber ihr herz ist geblieben mit den toten, und nicht auf der welt der lebenden."
334,"Cadmus Peverell benutzte den Stein, um seine verlorene Geliebte von den Toten zurückzurufen, aber ihr Herz blieb bei den Toten und nicht in der Welt der Lebenden."
334,"Cadmus Peverell benutzte den Stein, um seine verlorene Geliebte von den Toten zurückzurufen, aber ihr Herz blieb bei den Toten und nicht in der Welt der Lebenden."
335,"Und mit der Zeit machte es ihn verrückt, und er tötete sich selbst, um wieder wirklich mit ihr zusammen zu sein..."
335,"Und mit der Zeit trieb es ihn in den Wahnsinn, und er brachte sich um, um noch einmal wirklich mit ihr zusammen zu sein..."
335,"Und nach einer gewissen Zeit machte es ihn verrückt und er tötete sich selbst, um wieder wirklich mit ihr zu sein"
335,"Und mit der Zeit machte es ihn wahnsinnig und er nahm sich das Leben, um wieder wahrhaft mit ihr vereint zu sein..."
335,"Mit der Zeit trieb es ihn in den Wahnsinn, und er beging Selbstmord um endlich wirklich mit ihr wieder vereint zu sein…"
338,"""Der offensichtliche test zu sehen wenn der Auferstehungsstein ruft wirklich die toten zurück, oder nur ein bild projizieren aus dem kopf des benutzers, ist eine frage zu stellen wessen antwort kennst du nicht, aber der tote würde, und das kann definitiv sein verifiziert in dieser welt. Beispielsweise, ruf zurück -"""
338,"""Der offensichtliche Test, um zu sehen, ob der Auferstehungsstein wirklich die Toten zurückruft oder nur ein Bild aus dem Kopf des Benutzers projiziert, ist eine Frage zu stellen, deren Antwort man nicht kennt, aber die Tote würde es tun, und das kann auf jeden Fall in dieser Welt überprüft werden. Rufen Sie beispielsweise -"""
338,"""Der offensichtliche Test, um zu sehen, ob der Auferstehungsstein wirklich die Toten zurückruft oder nur ein Bild aus dem Kopf des Benutzers projiziert, besteht darin, eine Frage zu stellen, deren Antwort Sie nicht kennen, aber der Tote würde es tun, und das kann sein."" definitiv verifiziert in dieser Welt. Rufen Sie zum Beispiel zurück-"""
339,"Dann hielt Harry inne, denn diesmal er hatte es geschafft zu denken es seiner zunge einen schritt voraus, schnell genug um den vornamen nicht zu sagen und test der mir in den sinn gekommen war."
339,"Dann machte Harry eine Pause, denn diesmal hatte er es geschafft, einen Schritt vor seiner Zunge zu denken, schnell genug, um nicht den Vornamen und die Tests zu sagen, die ihm in den Sinn gekommen waren."
339,"Dann hielt Harry inne, denn dieses Mal hatte er es geschafft, ihm einen Schritt voraus zu sein, schnell genug, um nicht den Vornamen und den Test zu sagen, der ihm in den Sinn gekommen war."
340,".....deine tote Frau und frag sie, wo sie ihren verlorenen Ohrring gelassen hat oder so, beendete Harry"
340,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so etwas in der Art"", beendete Harry."
340,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so ähnlich"", beendete Harry."
340,"""... deine tote Frau, und frage sie, wo sie ihren verlorenen Ohrring gelassen hat, oder so etwas in der Art"", beendete Harry."
345,"Wenn du glaube wirklich das Auferstehungsstein ruft die toten zurück - dann du musst glauben so ein test wird gelingen, rechts?"
345,"Wenn du wirklich glaubst, dass der Auferstehungsstein die Toten zurückruft - dann musst du glauben, dass so ein Test gelingt, oder?"
345,"Wenn Sie wirklich glauben, dass der Stein der Auferstehung die Toten zurückruft – dann müssen Sie glauben, dass ein solcher Test erfolgreich sein wird, oder?"
347,"Ich habe ein Heiligtum des todes schon unter höchst mysteriösen umständen, und, gut, wir beide wissen wie der rhythmus der welt funktioniert auf sowas."""
347,"Ich bekam bereits ein Deathly Hallow unter sehr mysteriösen Umständen, und wir wissen beide, wie der Rhythmus der Welt bei so etwas funktioniert."""
347,"Ich habe bereits ein Heiligtum des Todes unter höchst mysteriösen Umständen bekommen, und wir wissen beide, wie der Rhythmus der Welt bei so etwas funktioniert."""
352,
352,"Und Dumbledore wies Harry an, den Unsichtbarkeitsumhang aus seiner Tasche zu ziehen; auf Anweisung des Schulleiters begann Harry mit der Innenseite und der Rückseite der Kapuze, bis er das Symbol der Heiligtümer des Todes sah, das in verblasstem Scharlachrot, wie getrocknetes Blut, schwach auf das silbrige Gewebe gezeichnet war: ein Dreieck mit einem Kreis im Inneren und einer Linie, die beide trennte"
352,"Auf Anweisung des Schulleiters starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er das Symbol der Heiligtümer des Todes sah, das sich in verblasstem Scharlachrot wie getrocknetes Blut von dem silbrigen Gewebe abhob: ein Dreieck mit einem Kreis darin und einer Linie, die beide trennte."
352,"Und Dumbledore sagte zu Harry, er solle den Umhang der Unsichtbarkeit aus seiner Tasche ziehen; auf die Anweisung des Schulleiters hin starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er es sah, schwach gegen das silbrige Netz in verblasstem Scharlachrot wie getrocknetes Blut gezogen, das Symbol für die Heiligtümer des Todes, ein Dreieck, mit einem innen gezeichneten Kreis und einer Linie, die beide trennt"
352,"Und Dumbledore forderte Harry auf, den Umhang der Unsichtbarkeit aus seinem Beutel zu ziehen; auf Anweisung des Schulleiters starrte Harry auf die Innenseite und Rückseite der Kapuze, bis er es sah, schwach auf das silbrige Gewebe gezeichnet in verblichenem Scharlach wie getrocknetem Blut, das Symbol der Heiligtümer des Todes: ein Dreieck mit einem hineingezeichneten Kreis und einer Linie, die sie beide teilte."
352,"Und Dumbledore sagte Harry um den Mantel der Unsichtbarkeit aus seinem beutel zu ziehen; auf anweisung des Schulleiters, Harry starrte auf die innen- und rückseite der motorhaube, bis er sie sah, schwach gezeichnet gegen das silbrige netz in verblichenem scharlachrot wie getrocknetes blut, das symbol der Heiligtümer des Todes: ein dreieck, in dem ein kreis gezeichnet ist, und eine linie, die beide trennt."
357,"""Harry"" sagte der alte zauberer, seine stimme wird lauter, ""das ist ein gefährlicher weg du bist gehen, ich bin mir nicht sicher ich tue das richtige indem du das sagst, aber ich muss schrauben du von diesem weg"""
357,"„Harry“, sagte der alte Zauberer mit steigender Stimme, „dies ist ein gefährlicher Weg, den du gehst, ich bin mir nicht sicher, ob ich das Richtige tue, wenn ich das sage, aber ich muss Sie auf diese Weise losreißen!"
357,"""Harry,"" sagte der alte Zauberer, seinen Stimme stieg, ""das ist ein gefährlicher Weg den du gerade gehst, ich bin mir nicht sicher ob ich das Richtige mache wenn ich das sag, aber ich werde dich von diesem Weg wegreißen!"
358,"Harry, wie hätte Voldemort den Tod seines Körpers überleben können, wenn er keine Seele hätte?"
358,"Harry, wie kann Voldemort den Tod seines Körpers überlebt haben, wenn er keine Seele hatte??"""
358,"Harry, wie konnte Voldemort den tot seines Körpers überlebt haben, wenn er keine Seele hat??"""
359,"Und das war wenn Harry realisiert dass dort war genau eine person wer hätte ursprünglich sagte Professor McGonagall dass der Dunkle Lord war noch am leben an erster stelle; und es war der verrückte Schulleiter von ihrem irrenhaus einer schule, wer dachte die welt lief auf klischees."
359,"Und da erkannte Harry, dass es genau eine Person gab, die Professor McGonagall ursprünglich erzählt hatte, dass der Dunkle Lord überhaupt noch am Leben war; und es war der verrückte Schulleiter ihres Irrenhauses, der dachte, die Welt laufe nach Klischees."
359,"Und das war, als Harry bemerkte, dass es genau einePerson gäbe, die in erster Linie Professor McGonnagall ursprünglich sagen würde, der dunkler Lord sei noch am Leben; und es war der verrückter Schulleiter von ihrem Irrenhaus von einer Schule, der dachte die Welt laufe von Klischees."
361,"""Vielleicht hat er gefunden eine art zu duplizieren die kraft von der Auferstehungsstein, nur er hat geladen es im voraus mit einem kompletten kopie von ihm gehirnzustand."
361,"""Vielleicht fand er eine Möglichkeit, die Kraft des Auferstehungssteins zu duplizieren, nur lud er sie im Voraus mit einer vollständigen Kopie seines Gehirnzustands."
361,"„Vielleicht hat er einen Weg gefunden, die Macht des Auferstehungssteins zu duplizieren, nur hat er ihn vorher mit einer vollständigen Kopie seines Gehirnzustands geladen."
364,"""Eigentlich, kannst du einfach weitermachen und erzähl mir alles was du weißt darüber, wie der Dunkle Lord überlebt hat und was es dauern könnte ihn zu töten?"
364,"""Können Sie mir eigentlich alles sagen, was Sie darüber wissen, wie der Dunkler Lord überlebt hat und was es braucht, um ihn zu töten?"""
364,"„Überhaupt, kannst du einfach anfangen mir alles zu erzählen was darüber weißt wie der Dunkle Lord überlebte und was ihn töten könnte?“"
373,"(Harry verleihte sich für Montag eine hohe Punktezahl, da er es geschafft hatte, jemanden völlig um den Verstand zu bringen bevor der Tag vorbei war)"
373,"(Harry vergab sich selbst einen Punkt für den Montag, da er es geschafft hatte, jemanden völlig aus den Socken zu hauen, bevor der Tag zu Ende war.)"
373,"(Harry vergab sich selbst einen Punkt für den Montag, da er es geschafft hatte, jemanden völlig aus den Socken zu hauen, bevor der Tag zu Ende war.)"
373,"(Harry vergab sich selbst einen Punkt für den Montag, da er es geschafft hatte, jemanden völlig aus den Socken zu hauen, bevor der Tag zu Ende war.)"
373,"(Harry hat sich selbst ausgezeichnet ein zählzeichen für montag, seit er es geschafft hatte jemanden umhauen komplett bevor der tag vorbei war.)"
373,"(Harry gab sich für Montag ein Stallzeichen, da er es geschafft hatte, jemandem den Kopf zu verdrehen, bevor der Tag vorbei war.)"
373,"(Harry belohnte sich mit einer Zählmarke für Montag, da er es geschafft hatte, jemanden komplett zu verblüffen bevor der Tag endete.)"
378,"""Bwa haha!"" sagte Harry."
378,"""Ha ha ha!"" sagte Harry."
378,"""Bwa haha!"" sagte Harry."
381,"Aber so viel weiß ich, und so viel werde ich dir sagen: seine unsterblichkeit wurde aus einem schrecklichen und dunklen ritual geboren, schwärzer als pechschwarz!"
381,"Aber so viel weiß ich, und so viel werde ich euch sagen: Seine Unsterblichkeit wurde von einem schrecklichen Ritual geboren und dunkel, schwarz als pitchest schwarz!"
381,"Aber so viel weiß ich, und so viel werde ich dir sagen: Seine Unsterblichkeit wurde aus einem schrecklichen Ritual geboren und Dunkel, schwärzer als pechschwarz!"
381,"Aber so viel weiß ich,  und so viel werde ich dir erzählen: seine Unsterblichkeit ist aus einem furchtbar und dunklen Ritual geboren, der dunkler als das dunkelste Schwarz ist!"
382,"Und es war Myrtle, die arme süße Myrtle, die dafür gestorben ist; seine Unsterblichkeit brauchte Opfer, es brauchte Mord –“"
382,"Und es war Myrtle, die arme süße Myrtle, die dafür starb; seine Unsterblichkeit erforderte ein Opfer, sie erforderte Mord-"""
382,"Und es war Myrtle, die arme süße Myrtle, die dafür sterben musste; seine Unsterblichkeit forderte Opfer, erforderte Mord -"""
388,"""Ich weiß nicht wofür du mich hältst, Schulleiter"" sagte Harry kalt, sein eigener ranger steigt auf, ""aber vergessen wir nicht dass ich derjenige bin wer will leute leben!"
388,"""Ich weiß nicht, wofür Sie mich halten, Herr Direktor"", sagte Harry kalt, sein eigener Zorn steigt, ""aber vergessen wir nicht, dass ich derjenige bin, der will, dass die Menschen leben!"
388,"„Ich weiß nicht, wofür du mich hältst, Handmeister“, sagte Harry kalt, sein eigener Ärger stieg, „aber vergessen wir nicht, dass ich derjenige bin, der möchte, dass die Menschen leben!"
398,tautologies wie All x:Die(x)= Not Exist x: Not Die(x) waren jenseits der Argumentationsfähigkeiten von
398,"Es schien, dass elementare logische tautologien wie Alle x: Sterben(x) = Nicht existieren x: Nicht sterben(x) waren jenseits der argumentationsfähigkeiten des mächtigsten zauberers der welt."
398,"Es schien, als ob elementare logische Tautologien wie All X: Die(X) = nicht vorhanden x: Nicht Die(X) waren jenseits der Logikfähigkeiten des mächtigsten Zauberers der Welt."
398,"Es schien, dass elementare logische Tautologien wie All x: Due(x) = Not Exist x: Not Die(x) die Denkfähigkeiten des mächtigsten Zauberers der Welt überstiegen."
403,"Voldemort ist nicht das einzige Dunkler Zauberer nach unten gehen diese trostlose straße, obwohl ich befürchte er hat es genommen weiter als irgendjemand vor ihm."""
403,"Voldemort ist nicht der einzige dunkle Zauberer, der diesen düsteren Weg beschreitet, obwohl ich fürchte, dass er ihn weiter als alle anderen vor ihm beschritten hat."""
403,"Voldemort ist nicht der einzige Dunkle Zauberer, der diesen trostlosen Weg eingeschlagen hat, obwohl ich befürchte, dass er es weiter gebracht hat als jeder andere vor ihm."""
404,"Und du denkst, dass du keine Angst vor dem Tod hast?"
404,"Und du meinst, du hast keine Angst vor dem Sterben?"
404,",,Und du denkst, dass du keine Angst vor dem Tod hast?"""
410,"Wenn menschen auf den kopf geschlagen würden einmal im monat mit knüppeln, und niemand konnte etwas tun darüber, bald würde es alle möglichen geben von philosophen, vorgeben weise zu sein wie du es ausdrückst, der alle möglichen gefunden hat von erstaunlichen vorteilen auf den kopf geschlagen werden mit einem schlagstock monatlich."
410,"Wenn die Leute einmal im Monat mit Knüppeln auf den Kopf geschlagen würden und niemand etwas dagegen tun könnte, würde es ziemlich bald alle möglichen Philosophen geben, die vorgeben, weise zu sein, wie du es ausdrückst, die alle möglichen erstaunlichen Vorteile finden einmal im Monat mit einem Schlagstock auf den Kopf geschlagen."
410,"Wenn man den Leuten einmal im Monat mit einem Knüppel über den Kopf schlagen würde, und niemand könnte das ändern, dann gäbe es bald alle Arten von Philosophen die, wie du es nennen würdest, ihre Weisheit vortäuschen und alle möglichen Vorteile eines monatlichen Schlages auf den Kopf erfänden."
412,"Aber wenn du hochgegangen bist für jemanden wer wird nicht getroffen, und du hast sie gefragt wenn sie anfangen wollten, im austausch für diese erstaunlichen vorteile, sie würden nein sagen."
412,"Aber wenn Sie zu jemandem gingen, der nicht getroffen wurde, und Sie fragten, ob er im Austausch für diese erstaunlichen Vorteile anfangen wollte, sagten sie nein."
412,"Aber wenn du zu jemendem gehst, der nicht geschlaen wurde und fragte sie, ob sie anfangen wollen, im Aistausch für die wunderbare Vorteile, würen sie nein sagen."
413,"Und wenn du musste nicht sterben, wenn du aus kommst irgendwo das niemand schon mal gehört des todes, und ich habe dir vorgeschlagen dass es so wäre eine wahnsinnig tolle tolle Idee damit die leute faltig werden und alt und hört irgendwann auf zu existieren, warum, du würdest mich gleich abschleppen lassen in eine Irrenanstalt!"
413,"Können Sie sich vorstellen, was das für eine schreckliche Sache wäre, das schlimmste Verbrechen, das jemals in der Geschichte des Universums begangen wurde und das Sie alles tun würden, um es auch nur einmal zu verhindern?"
413,"Und wenn du nicht streben müsstest, wenn du von irgendwo kommst, wo niemand noch nie vom Tod gehört hatten, und ich schlage dir die Idee vor, dass es eine tolle und wunderbare Idee wäre wenn Menschen falten krieen und alt und eventuell aufhören würde zu existieren, warum, du wirstt mich sofort in einen Wahnsinnsasyl werfen!"
415,"Weil du hast angst davon, weil du nicht wirklich sterben willst, und dieser gedanke tut so weh in dir das du hast um es wegzurationalisieren, etwas tun um den schmerz zu betäuben, also musst du nicht denk darüber nach -"""
415,"Weil du davor Angst hast, weil du nicht wirklich sterben willst, und dieser Gedanke schmerzt so sehr in dir, dass du ihn wegrationalisieren musst, etwas tun, um den Schmerz zu betäuben, damit du nicht darüber nachdenken musst es-"""
415,"Weil du Angst davor hast, weil du nicht wirklich sterben willst, und diese Gendanke verletzt dein Inneres so sehr, dass du es weg rationalisieren musst, etwas tun, um es zu betäuben, sodass d nicht daran denken musst-."""
417,"Sein gesicht war sanft, seine hand durchgezogen ein beleuchteter pool von wasser, das kleines musical gemacht klingelt wie seine finger gerührt."
417,"Sein Gesicht war sanft, seine Hand wanderte durch ein beleuchtetes Wasserbecken, das kleine musikalische Glockenschläge machte, während seine Finger es bewegten."
417,"Sein Gesicht war sanft, seine Hand glitt durch eine beleuchtete Wasserlache, die kleine Musikklänge von sich gab, wenn seine Finger sie bewegten."
421,"""Dann schau nach innen der teil von dir das flieht nicht vom tod aber aus todesangst, das findet diese angst so unerträglich dass es umarmen wird tod als freund und dich darauf einlassen, versuche eins zu werden mit der nacht damit es denken kann selbst meister des abgrunds."
421,"""Dann schaue in den Teil von dir, der nicht vor dem Tod flieht, sondern vor der Angst vor dem Tod, der diese Angst so unerträglich findet, dass er den Tod als Freund annehmen und sich zu ihm versammeln wird, versuche, eins zu werden mit der Nacht, damit er sich selbst als Meister des Abgrunds denken kann."
421,"""Dann schau in den Teil von dir, der nicht vor dem Tod flieht, sondern vor der Angst vor dem Tod, der diese Angst so unerträglich findet, dass er den Tod als Freund umarmt und sich ihm anvertraut, versuche eins zu werden mit der Nacht, damit sie es kann hält sich für Meister des Abgrunds."
425,"""Ich glaube"" sagte Dumbledore, schütteln von wassertropfen aus seiner hand zum klang winziger glöckchen, ""dass du verstehst Dunkle Zauberer sehr gut, ohne selbst noch einer zu sein."""
425,"""Ich denke"", sagte Dumbledore und schüttelte Wassertropfen aus seiner Hand, während kleine Glöckchen klingelten, ""dass du Dunkle Zauberer sehr gut verstehst, ohne selbst noch einer zu sein."""
425,"""Ich denke, "", sagt Dumbledore während Wassertropfen mit dem Geräusch von kleinen läutenden Glocken von seiner Hand tropften, ""dass du dunkle Zauberer sehr gut verstehst, obwohl du selber noch keiner bist.""."
426,Diese Worte vielen in vollkommener Ernsthaftigkeit und ohne Anschuldigungen.
426,Er sagte die in vollkommenem Ernst und ohne irgendwelche Anklage.
426,Die Worte fielen mit absolutem Ernst und ohne Anschuldigungen.
426,Er sagte dies mit völligem Ernst und ohne Anklage.
429,"Harry versuchte nicht zu gehen noch kälter als er schon war; von irgendwo es hat geschüttet in seinen verstand eine lodernde wut des grolls, bei Dumbledore's herablassung, und all das lachen diese weisen alten narren schon mal benutzt anstelle von argumenten."
429,"Harry versuchte, nicht noch kälter zu werden, als er ohnehin schon war; Von irgendwoher strömte eine flammende Wut des Grolls über Dumbledores Herablassung und all das Gelächter, das weise alte Narren jemals anstelle von Argumenten verwendet hatten, in seinen Geist."
429,"Harry versuchte, nicht kälter zu werden als er schon war; von irgendwo gießte in seine Gedanken ein brennender Wut von Resseniment, bei Dumbledores Herablassung, und alle Lachen ,die der weise alte Narr anstelle von Argumente benutzt hatte."
430,"""Komische Sache, weißt du, ich dachte Draco Malfoy war daran zu werden das ist unmöglich zu reden, und stattdessen, in seiner kindlichen unschuld, er war hundertmal stärker als du."""
430,"„Schon komisch, wissen Sie, ich dachte es würde völlig unmöglich sein mit Draco Malfoy zu reden. Aber stattdessen war er in seiner kindlichen Unschuld einhundert mal stärker als Sie. „"
430,"Witzige Sachen, weißt du, ich habe gedacht, es wäre unmöglich Draco Malfoy anzusprechen, aber stattdessen, in seinem kindischen Treuherzigkeit, war er einhundertmal stärker als du."
431,Ein Ausdruck der Verwirrung fiel über das Gesicht des alten Zauberers.
431,Ein blick von verwirrung gekreuzt der alte zauberer gesicht.
431,Ein Ausdruck der Verwirrung huschte über das Gesicht des Zauberers.
431,Ein Blick der Verwirrung überquerte das Gesicht des alten Zauberers.
432,Was meinst du damit?
432,Was wollen Sie damit sagen?
432,",,Was meinst du damit?"""
433,"""Ich meine"" Harry sagte, seine stimme beißt, ""dass Draco nahm tatsächlich seine eigenen überzeugungen ernsthaft und verarbeitete meine worte anstatt wirf sie aus dem fenster durch lächeln mit sanfter überlegenheit."
433,"""Ich meine"", sagte Harry mit beißender Stimme, ""dass Draco seine eigenen Überzeugungen wirklich ernst nahm und meine Worte verarbeitete, anstatt sie aus dem Fenster zu werfen, indem er mit sanfter Überlegenheit lächelte."
433,"„Ich meine“, sagte Harry, seine Stimme zu beißen „, dass Draco nahm tatsächlich seinen eigenen Glauben ernst und meine Worte verarbeitet, anstatt sie zu werfen, die Witwe aus, indem sie mit sanfter Überlegenheit lächelnd."
433,"""Ich meine,"" sagte Harry, seine Stimme beissend, ""dass Draco eigentlich seine eigene Glaube ernst nahm und meine Wörter verarbeitete anstatt sie durchs sanfte Lächel mit Übergelegenheit aus dem Fenster zu werfen."
437,"Das wenn du wirklich an ein leben nach dem tod geglaubt, du würdest runter gehen St. Mungos und töte Nevilles eltern, Alice und Frank Longbottom, damit sie weitermachen konnten zu ihrem nächsten großen abenteuer, anstatt sie zu lassen verweile hier in ihrem beschädigten zustand -"
437,"Wenn du wirklich an ein Leben nach dem Tod glaubst, würdest du nach St. Mungos gehen und Nevilles Eltern Alice und Frank Longbottom töten, damit sie ihr nächstes großes Abenteuer beginnen können, anstatt sie in ihrem beschädigten Zustand hier verweilen zu lassen-"
437,"Wenn du wirklich an ein Leben nach dem Tod glaubst, würdest du nach St. Mungos gehen und Nevilles Eltern Alice und Frank Longbottom töten, damit sie ihr nächstes großes Abenteuer beginnen können, anstatt sie in ihrem beschädigten Zustand hier verweilen zu lassen -"
441,du hast gefragt warum Dunkle Zauberer haben angst des todes.
441,"Du hast gefragt, warum dunkle Zauberer den Tod fürchten."
441,"Du fragtest, warum Dunkler Zauberer sich vor dem Tod füchten."
443,"Tun Sie so, als ob jeder jederzeit die Existenz von Seelen überprüfen könnte, tun Sie so, als ob niemand bei Beerdigungen weinen würde, weil sie wissen, dass ihre Angehörigen noch leben."
443,"Tun Sie so, als ob jeder jederzeit die Existenz von Seelen überprüfen könnte, tun Sie so, als ob niemand bei Beerdigungen weinen würde, weil sie wissen, dass ihre Angehörigen noch leben."
443,"Tu so, als ob jeder, zu jeder Zeit, die Existenz von Seelen beweisen könnte, tu so, als ob niemand auf Beerdigungen weint, weil sie wüssten, dass ihre Lieben noch Leben wären."
443,"Tu so, als könnte jeder die Existenz von Seelen jederzeit überprüfen, tu so, als würde niemand bei Beerdigungen weinen, weil sie wussten, dass ihre Lieben noch am Leben waren"
443,"Vorgeben dass irgendjemand könnte verifizieren die existenz von seelen zu jeder zeit, vorgeben das niemand hat geweint bei beerdigungen weil sie es wussten ihre geliebten war noch am leben."
443,"Tun Sie so, als könnte jeder die Existenz von Seelen jederzeit bestätigen, tun Sie so, als weinte niemand bei Beerdigungen, weil sie wussten, dass ihre Lieben noch am Leben waren."
443,"Stellen Sie sich vor dass jeder könnte die Existenz von Seelen jederzeit verifizieren, stellen Sie sich vor dass niemand bei Beerdigungen geweint hat, weil sie wussten, dass ihre Lieben noch am Leben waren."
446,"Kannst du dir vorstellen was für eine schreckliche sache das wäre, das schlimmste verbrechen das jemals begangen wurde in der geschichte des universums, was du alles tun würdest zu verhindern passiert auch nur einmal?"
446,"Können Sie sich vorstellen, was das für eine schreckliche Sache wäre, das schlimmste Verbrechen, das jemals in der Geschichte des Universums begangen wurde und das Sie alles tun würden, um es auch nur einmal zu verhindern?"
